guest_id,decision_time,offer_name,discount_band,recommended_channel,eim_usd,rationale,risk_flags,send_by,snapshot_id
0T0z7etk,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.44,"Guest 0T0z7etk receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.44, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
0T0z7etk,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.44,"Guest 0T0z7etk receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.44, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
2p17fr4C,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.69,"Guest 2p17fr4C receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.69, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
2p17fr4C,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.69,"Guest 2p17fr4C receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.69, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
2qGFq562,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.98,"Guest 2qGFq562 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.98, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
2qGFq562,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.98,"Guest 2qGFq562 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.98, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
3QHtDP9b,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.03,"Guest 3QHtDP9b receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.03, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
3QHtDP9b,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.03,"Guest 3QHtDP9b receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.03, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
41l76c1z,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.18,"Guest 41l76c1z receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.18, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
41l76c1z,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.18,"Guest 41l76c1z receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.18, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
48i2GDrm,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.04,"Guest 48i2GDrm receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.04, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
48i2GDrm,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.04,"Guest 48i2GDrm receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.04, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
4SFhbOMZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.71,"Guest 4SFhbOMZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.71, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
4SFhbOMZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.71,"Guest 4SFhbOMZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.71, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
4uG4yAM6,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,6.09,"Guest 4uG4yAM6 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 6.09, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
4uG4yAM6,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,6.09,"Guest 4uG4yAM6 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 6.09, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
5ETbB8Pk,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,4.26,"Guest 5ETbB8Pk receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 4.26, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
5ETbB8Pk,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,4.26,"Guest 5ETbB8Pk receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 4.26, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
5KRUhoVG,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.14,"Guest 5KRUhoVG receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.14, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
5KRUhoVG,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.14,"Guest 5KRUhoVG receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.14, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
5QqfPIyl,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.00,"Guest 5QqfPIyl receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.00, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
5QqfPIyl,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.00,"Guest 5QqfPIyl receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.00, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
7lH9zMKO,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.07,"Guest 7lH9zMKO receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.07, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
7lH9zMKO,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.07,"Guest 7lH9zMKO receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.07, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8QwGt2k1,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.88,"Guest 8QwGt2k1 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.88, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8QwGt2k1,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.88,"Guest 8QwGt2k1 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.88, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8WCl8knZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.81,"Guest 8WCl8knZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.81, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8WCl8knZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.81,"Guest 8WCl8knZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.81, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8deQOzxG,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.07,"Guest 8deQOzxG receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.07, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8deQOzxG,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.07,"Guest 8deQOzxG receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.07, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8wcoWFoe,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.07,"Guest 8wcoWFoe receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.07, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8wcoWFoe,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.07,"Guest 8wcoWFoe receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.07, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8woPeX9P,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.10,"Guest 8woPeX9P receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.10, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8woPeX9P,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.10,"Guest 8woPeX9P receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.10, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8xWjmMGz,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.13,"Guest 8xWjmMGz receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.13, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
8xWjmMGz,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.13,"Guest 8xWjmMGz receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.13, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
9djTrfc6,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.20,"Guest 9djTrfc6 receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.20, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
9djTrfc6,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.20,"Guest 9djTrfc6 receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.20, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
9zDKpSot,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.53,"Guest 9zDKpSot receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.53, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
9zDKpSot,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.53,"Guest 9zDKpSot receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.53, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
BkSCwCcU,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.12,"Guest BkSCwCcU receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.12, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
BkSCwCcU,2025-09-25 20:25:03.0735150,Family Meal,5,Email Channel,0.12,"Guest BkSCwCcU receives Family Meal at 5 percent discount. Incremental value is projected positive with EIM 0.12, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
CWJr0NRN,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.19,"Guest CWJr0NRN receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.19, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
CWJr0NRN,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.19,"Guest CWJr0NRN receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.19, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
EDnvMju3,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.34,"Guest EDnvMju3 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.34, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
EDnvMju3,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,2.34,"Guest EDnvMju3 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 2.34, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
EGj9dCgZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.11,"Guest EGj9dCgZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.11, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
EGj9dCgZ,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.11,"Guest EGj9dCgZ receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.11, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
F9UPVFDk,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.89,"Guest F9UPVFDk receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.89, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
F9UPVFDk,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.89,"Guest F9UPVFDk receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.89, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
FHy6JhqX,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.65,"Guest FHy6JhqX receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.65, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
FHy6JhqX,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.65,"Guest FHy6JhqX receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.65, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
FJglPMf1,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.09,"Guest FJglPMf1 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.09, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
FJglPMf1,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.09,"Guest FJglPMf1 receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.09, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
FMIbOGKp,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.95,"Guest FMIbOGKp receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.95, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
FMIbOGKp,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.95,"Guest FMIbOGKp receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.95, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
HrNMSiA1,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.19,"Guest HrNMSiA1 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.19, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
HrNMSiA1,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.19,"Guest HrNMSiA1 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.19, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
HtAd32ji,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.74,"Guest HtAd32ji receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.74, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
HtAd32ji,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.74,"Guest HtAd32ji receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.74, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Izn9B0nF,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.50,"Guest Izn9B0nF receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.50, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
Izn9B0nF,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,0.50,"Guest Izn9B0nF receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 0.50, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
JTBJahe8,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.65,"Guest JTBJahe8 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.65, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
JTBJahe8,2025-09-25 20:25:03.0735150,BOGO,15,Email Channel,3.65,"Guest JTBJahe8 receives BOGO at 15 percent discount. Incremental value is projected positive with EIM 3.65, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
KAlQQfHx,2025-09-25 20:25:03.0735150,Value Deal,5,Email Channel,1.56,"Guest KAlQQfHx receives Value Deal at 5 percent discount. Incremental value is projected positive with EIM 1.56, driven by modeled uplift and expected ticket. Top drivers unavailable for this row. Offer passes margin floor and discount cap guardrails.",ok,2025-09-26 00:25:03.0735150,snap_20250905
